invoice_id,invoice_number,invoice_date,issuer_name,recipient_name,line_items_count,accounting_summary_count,vat_rows_count,total_net,total_vat,total_gross,currency,created_at,updated_at,issuer_siren,issuer_ape,issuer_ape_source,recipient_siren,recipient_ape,recipient_ape_source
fr_bd_519665103:1e0ec1ae-26e5-4422-bbb2-cea29a2c7afd,152713,17/06/2024,ETABLISSEMENTS CANU,MOUAD,5,1,1,363.22,19.98,384.52,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:5d74ff9b-b3fc-4a59-964e-13aa5678d096,1871391,17/06/2024,BBV,BOUCHERIE MOUAD,2,2,1,2301.69,0.0,2439.36,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:9a43d3f4-2944-42eb-babd-172d11a656d9,1871392,17/06/2024,BBV,MOUAD,2,2,1,3320.8,182.87,3514.83,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:1e84ce70-4d31-4e06-9e08-5516bb3e2b34,152797,18/06/2024,ETABLISSEMENTS CANU,MOUAD,3,2,2,202.25,11.2,213.45,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:43fc08aa-21e2-4718-b3ab-1ee9782b4379,0537830,19/06/2024,VIANOV,MOUAD,1,1,1,223.1,12.28,235.38,EUR,,,525254694,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:e59d9691-252b-4771-938d-e116ec430c3b,FV2406-08966,19/06/2024,AVIGROS,MOUAD,12,1,2,728.77,40.97,769.74,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:3c1410d7-1853-4fc1-a4b5-bb5f87c115e5,29501,20/06/2024,ETABLISSEMENTS LAROCHE,BOUCHERIE CHAYMA 15 T,16,2,2,546.339,107.522,653.861,EUR,,,304668858,4669C,invoice_form,828612630,,
fr_bd_519665103:85048e6a-b4a1-48cd-8f40-8b4e678b7867,,20/06/2024,ETABLISSEMENTS LAROCHE,INCONNU,1,1,2,600.35,112.28,712.63,EUR,,,304668858,4669C,invoice_form,,,
fr_bd_519665103:b3eb0da1-975e-4c71-bdc9-93dd078571ed,1872405,20/06/2024,BBV,MOUAD,1,1,1,87.8,4.83,92.63,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:bfbdbde3-203c-4754-98dd-2d30e8786e04,BFVE-24-22806,20/06/2024,BIDAULT,MOUAD BOUCHERIE,1,1,1,12.6,0.69,13.29,EUR,,,572041879,4633Z,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:f2e7e020-65e5-454e-a88a-7a051f3a17be,BFVE-24-22803,20/06/2024,BIDAULT,MOUAD BOUCHERIE,2,1,1,130.8,7.19,137.99,EUR,,,572041879,4638B,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:20d59e11-df60-4cf8-b561-e884f9967d42,78000,21/06/2024,ETABLISSEMENTS CANU,MOUAD,5,1,1,250.32,13.77,265.3,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:33b0c5cf-e3fe-48bf-a20e-971f8e9395c6,0538190,21/06/2024,VIANOV,MOUAD,1,1,1,142.08,7.83,149.91,EUR,,,525254694,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:61f31a3e-e850-4aee-8fba-866075232f31,FV2406-10873,22/06/2024,AVIGROS,MOUAD,10,3,2,633.07,39.17,672.24,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:35fc52ff-ccf9-4732-947d-5aef992e3b66,78000,24/06/2024,ETABLISSEMENTS CANU,MOUAD,2,2,2,45.33,2.55,47.88,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:757d4a73-bd21-4d82-a174-7d07b6584335,0538322,24/06/2024,VIANOV,MOUAD,1,1,1,279.04,15.35,294.39,EUR,,,525254694,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:810bd3eb-9534-4aeb-9f90-5b66b8d794bc,1873174,24/06/2024,BBV,MOUAD,1,1,1,895.0,49.29,944.29,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:cc6e9730-3aef-4b2c-b8d7-aead67ee3d9a,1873173,24/06/2024,BBV,MOUAD,1,1,1,169.83,9.34,179.17,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:13f37cd2-4770-42f1-b88e-e01af61a8a31,153146,25/06/2024,ETABLISSEMENTS CANU,MOUAD,5,1,1,155.88,8.57,164.45,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:4189b8c1-1d57-4696-8f0a-371589e5bcb6,FV2406-11376,25/06/2024,AVIGROS,MOUAD,13,2,1,762.22,42.93,805.15,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:e0e9c128-2eef-4168-84e5-5a7824fe4ec0,0538452,25/06/2024,VIANOV,MOUAD,1,1,1,237.18,13.23,250.41,EUR,,,525254694,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:3dcf81c2-bc46-4f89-bb99-c847c53e40b4,1873798,26/06/2024,BBV,MOUAD,1,1,1,1652.07,90.86,1742.93,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:45fd17b2-8a11-4449-b919-686e381718e9,FV2406-12290,26/06/2024,AVIGROS,MOUAD,4,1,1,303.57,16.7,324.93,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:75a9e863-28e0-4c36-95aa-bf211ac2495a,1873799,26/06/2024,BBV,MOUAD,1,1,1,898.26,49.82,950.19,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:7856f7d2-798f-4b42-9168-c1993af3bd1a,153190,26/06/2024,ETABLISSEMENTS CANU,MOUAD,2,1,1,51.5,2.83,54.67,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:48f6f875-bfc5-4510-b043-fc18f61fb64b,78000,27/06/2024,ETABLISSEMENTS CANU,MOUAD,1,1,1,62.7,3.45,66.15,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:51536852-7021-4667-b30e-0d87c411bd7f,1874120,27/06/2024,BBV,MOUAD,1,1,1,137.27,7.57,144.84,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:8149d0eb-0a4f-460d-bba7-a9ebde23092c,FV2406-12903,27/06/2024,AVIGROS,MOUAD,5,1,1,311.42,17.13,328.55,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:9fa0bfc7-4d8e-405b-8ec6-69d1cbca3913,0538743,27/06/2024,VIANOV,MOUAD,1,1,1,283.68,15.64,299.32,EUR,,,525254694,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:3cf49a83-d181-4370-b8f5-079d1bafa2e9,1874342,28/06/2024,BBV,MOUAD,1,1,1,475.48,26.15,501.63,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:3e4146cc-d316-4e1b-88b8-ab3748ce0768,FV2406-13570,28/06/2024,AVIGROS,MOUAD,12,1,2,911.43,51.12,962.55,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:438a63b0-4022-4eaf-85bc-179ed9ad243e,1874409,28/06/2024,BBV,MOUAD,2,1,1,844.18,46.5,894.45,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:64be22cd-a0b2-4a0a-bc4a-d8875dce74f5,153328,28/06/2024,ETABLISSEMENTS CANU,MOUAD,6,2,2,205.15,11.41,216.56,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:fbfa1b7e-d609-453f-9ff5-d393de9e7d0e,0538836,28/06/2024,VIANOV,MOUAD,2,1,1,259.65,14.28,273.93,EUR,,,525254694,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:45a61383-3689-4137-8c47-ad4227cb19af,FA22CL-24749,29/06/2024,COUTELLERIE HALLES DE RUNGIS,ROYAL VIANDE,1,1,1,39.39,2.17,41.56,EUR,,,489928044,,,,,
fr_bd_519665103:96e05fcd-d274-453d-99ef-da1c58d03728,FV2406-14227,29/06/2024,AVIGROS,MOUAD,9,1,2,430.83,24.19,455.02,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:d3750a4f-9fb5-48eb-9013-9d782254af87,FA22CL-24796,29/06/2024,COUTELLERIE HALLES DE RUNGIS,BOUCHERIE ROYAL VIANDE,1,1,1,20.06,4.01,24.07,EUR,,,489928044,,,489928044,,
fr_bd_519665103:a4775959-b63e-47c4-886f-287c3dd30308,29860,30/06/2024,ETABLISSEMENTS LAROCHE,SCI EB,1,1,1,47.58,9.52,57.1,EUR,,,304668858,4669C,invoice_form,844820100,,
fr_bd_519665103:a88cd6d4-3478-4c55-ac14-234f763d899e,29812,30/06/2024,ETABLISSEMENTS LAROCHE,BOUCHERIE CHAYMA 15,5,2,2,182.34,27.42,209.76,EUR,,,304668858,4669C,invoice_form,828612630,,
fr_bd_519665103:2d6e4f56-df67-4d38-9fcc-64c8dd3502a4,FV2407-00124,01/07/2024,AVIGROS,MOUAD,2,1,1,318.27,17.5,335.77,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:59576097-e8c0-4ad2-9907-b4ed24fc498e,FACTURE 153397,01/07/2024,ARTERRIS,MOUAD,29,1,1,3090.32,0.0,3090.32,EUR,,,,,,519665103,4722Z,siren_map_partition
fr_bd_519665103:a5c51871-690f-4ea6-956c-1de20094bd3c,240700085353,01/07/2024,EURO-INFORMATION EUROPEENNE DE TRAITEMENT DE LINFORMATION,LA POSTE TELECOM,2,1,1,93.0,18.6,111.6,EUR,,,312730674,6203Z,siren_map_partition,525254736,,
fr_bd_519665103:cad2f445-ac8d-4db1-923c-f7b2ad903887,78000,01/07/2024,ETABLISSEMENTS CANU,MOUAD,5,2,2,156.05,8.75,165.64,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:d96232d6-39dd-4fb8-9107-00b0f6f5897f,9A0035592826,01/07/2024,SFR BUSINESS,MOUAD,2,1,1,271.4,54.28,325.68,EUR,,,,,,519665103,4722Z,siren_map_partition
fr_bd_519665103:8e795e1a-736f-4503-b2bf-18e4f47dac51,78000,02/07/2024,ETABLISSEMENTS CANU,MOUAD,6,2,2,143.49,7.98,151.47,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:c648c1d0-f0b3-47ac-bf33-e0fb93d16654,FV2407-00385,02/07/2024,AVIGROS,MOUAD,8,1,1,3813.74,209.76,4023.5,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:15dfba91-d3c4-4d63-b7f4-c3bcf1aa8972,FV2407-01461,03/07/2024,AVIGROS,MOUAD,12,1,1,1293.53,70.16,1363.69,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:208cad95-8afb-49e8-9ced-3db1ee1d6228,FV2407-01461,03/07/2024,AVIGROS,MOUAD,1,1,1,1304.25,73.28,1377.53,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:38a46591-ed55-48b0-9a7c-38ed7e893539,FV2407-02067,04/07/2024,AVIGROS,MOUAD,3,1,1,54.6,3.0,57.6,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:b0b524d1-e7f8-45b9-9169-56505f61e2b8,FV2407-01664,04/07/2024,AVIGROS,MOUAD,7,1,1,174.91,9.62,184.53,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:5e454bde-3bbf-4f66-bf06-fd774ce072f3,1876178,05/07/2024,BBV,MOUAD,1,1,1,578.9,31.9,610.8,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:7b3611fc-e022-49b0-ac00-e3399b0c9556,1876179,05/07/2024,BBV,MOUAD,5,1,1,2062.25,113.42,2175.67,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:81cca7f3-8d23-4502-8183-eec2b74646f8,153687,05/07/2024,ETABLISSEMENTS CANU,MOUAD,4,1,1,113.72,6.26,120.69,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:8e557d52-2419-412f-985e-681b52a635f8,1876177,05/07/2024,BBV,MOUAD,2,1,1,1680.0,92.55,1780.97,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:936b92d2-c4c3-4804-b28b-3328ad6f2d2a,FV2407-02418,05/07/2024,AVIGROS,MOUAD,3,1,1,247.89,13.63,261.52,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:fbd25d40-5fa5-4280-90c2-cc46b966386a,0539679,05/07/2024,VIANOV,MOUAD,4,2,1,790.62,43.57,839.2,EUR,,,525254694,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:59b9e786-09a0-4459-9e6c-e20e54ba10b6,FV2407-03342,06/07/2024,AVIGROS,MOUAD,12,2,1,577.77,31.77,609.54,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:66140d8d-f966-411f-866a-1fd7fd3fd865,FV2407-03342,06/07/2024,AVIGROS,MOUAD,2,1,2,673.03,133.67,806.7,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:e9224be4-4f30-4e81-a798-82ce078859f3,BFVE-24-24921,06/07/2024,BIDAULT,MOUAD,8,1,1,233.38,12.84,246.22,EUR,,,572041879,4633Z,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:19ffe8aa-6270-4b58-855f-4b5794186250,FV2407-03471,08/07/2024,AVIGROS,MOUAD,2,1,1,270.98,14.9,285.88,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:37f86093-68dc-404b-9c3b-162a6aa345e6,153748,08/07/2024,ETABLISSEMENTS CANU,MOUAD,5,2,1,177.83,9.78,188.49,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:8168680a-8c5c-42d1-b945-8dca8acb90e5,FV2407-04134,09/07/2024,AVIGROS,MOUAD,10,1,1,776.23,42.69,818.92,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:be039e85-69d5-4539-9630-943465b3f6e0,0540014,09/07/2024,VIANOV,BOUCHERIE MOUAD,2,1,1,2156.42,118.67,2275.09,EUR,,,525254694,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:ca015ca5-2ff2-4191-9877-8075142424bc,153839,09/07/2024,ETABLISSEMENTS CANU,MOUAD,3,2,2,46.58,2.59,49.17,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:dcd8e964-ccfc-46e5-9d52-c853a18e7df6,0540013,09/07/2024,VIANOV,MOUAD,2,1,1,380.9,20.95,401.85,EUR,,,525254694,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:10ae221c-3ae4-4871-b672-22b0e05886a2,FA22CL-25285,10/07/2024,COUTELLERIE HALLES DE RUNGIS,ROYAL VIANDE,3,1,1,321.34,17.67,339.01,EUR,,,489928044,,,,,
fr_bd_519665103:48df2832-4f46-4fee-97ad-ea103206d3c7,FV2407-04890,10/07/2024,AVIGROS,MOUAD,1,1,1,115.26,6.34,121.6,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:6429e948-5860-431e-87a8-c635bf782d57,1877224,10/07/2024,BBV,MOUAD,1,1,1,506.41,27.9,534.31,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:8ff7bf93-e48d-40ac-b2e3-25c00063db25,FV2407-04562,10/07/2024,AVIGROS,MOUAD,2,1,1,84.24,4.63,88.87,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:028a9a71-62c4-4971-815e-58f8e6118ddc,0540315,11/07/2024,VIANOV,MOUAD,1,1,1,275.42,15.18,290.6,EUR,,,525254694,4632A,invoice_form,519 665 1,,
fr_bd_519665103:3f31b69a-cdfb-402b-abca-71ffc19143a5,153962,11/07/2024,ETABLISSEMENTS CANU,MOUAD,3,1,1,135.74,7.47,143.88,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:573bb3f0-76d4-4268-ada5-28c03e2b76bb,F001513623,11/07/2024,SOCIETE D ECONOMIE MIXE D AMENAGEMENT ET DE GESTION DU MARCHE D INTERET NATIONAL DE LA REGION SUITE EN OBSERVATION,MOUAD,1,1,1,192.5,38.5,231.0,EUR,,,662012491,6832A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:ce66b0ba-b277-46b3-8ef0-c229a670cf7d,FV2407-05128,11/07/2024,AVIGROS,MOUAD,9,1,2,687.23,38.71,725.94,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:163ba1ec-5d17-4204-a277-76223abdf587,1877738,12/07/2024,BBV,MOUAD,1,1,1,364.7,20.1,384.8,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:58837a46-309b-4fde-a5bb-f042ec18a568,154037,12/07/2024,ETABLISSEMENTS CANU,MOUAD,4,2,2,144.35,8.08,152.43,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:a440206e-0497-44ed-a555-05c1b71a44bf,1877938,12/07/2024,BBV,MOUAD,1,2,1,482.13,26.82,510.43,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:fa853665-5c50-45ac-a0af-2f8623693d21,FV2407-05787,12/07/2024,AVIGROS,MOUAD,6,3,2,282.06,15.69,297.75,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:07bf05de-9404-4f54-8841-16a458f386d8,FV2407-06371,13/07/2024,AVIGROS,MOUAD,9,1,1,894.31,49.19,943.5,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:0220483c-3244-4e54-bc9f-d3865896e539,0540625,15/07/2024,VIANOV,BOUCHERIE MOUAD,1,1,1,621.18,34.16,655.34,EUR,,,525254694,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:642d33db-b34d-4718-b0f2-1e196167c7f6,154092,15/07/2024,ETABLISSEMENTS CANU,MOUAD,3,2,2,49.43,2.77,52.2,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:9cd95afe-78c3-4c06-a17a-2592edb457db,1878242,15/07/2024,BBV,MOUAD,1,2,1,783.39,43.09,829.02,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:f1bcbf09-efdc-4442-b2f8-b07bd865996b,0540626,15/07/2024,VIANOV,MOUAD,2,1,1,2291.47,126.22,2428.53,EUR,,,525254694,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:86664740-cfb1-44a1-a721-368f3283433d,FV2407-06915,16/07/2024,AVIGROS,MOUAD,11,1,1,766.3,42.71,809.01,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:9d3a49a3-7e6d-46e2-92df-84a28cb77ada,154194,16/07/2024,ETABLISSEMENTS CANU,MOUAD,4,1,1,69.22,3.81,73.03,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:c6082ff1-5a0c-407f-9eec-abbb716cd020,FV2407-06915,16/07/2024,AVIGROS,MOUAD,1,1,1,160.08,8.79,168.87,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:08a4f676-e9d2-4179-9b7f-981fcb5afdb1,1878838,17/07/2024,BBV,MOUAD,1,4,1,492.78,27.15,522.57,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:bb061b13-f35c-4e87-9120-00dc90e7a888,FV2407-07614,17/07/2024,AVIGROS,MOUAD,2,1,2,85.55,4.84,90.39,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:bd3a5130-c390-47db-8cd3-700e17ad6776,154246,17/07/2024,ETABLISSEMENTS CANU,MOUAD,4,2,2,64.24,3.58,67.82,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:8493751f-b392-465b-a34f-02fcc30bc011,FV2407-08095,18/07/2024,AVIGROS,MOUAD,4,1,1,496.8,27.32,524.12,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:545c1cd3-7e12-485a-a4f3-383396de9a24,154382,19/07/2024,ETABLISSEMENTS CANU,MOUAD,4,2,2,116.1,6.47,122.57,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:73bbe548-77c1-494f-af18-50eb96ab0789,0541184,19/07/2024,VIANOV,MOUAD,2,1,1,344.67,18.96,363.63,EUR,,,525254694,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:7d34b3d8-e9fe-4edf-80be-3e685b616cf5,FV2407-08930,19/07/2024,AVIGROS,MOUAD,6,1,1,312.32,17.18,329.5,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:a84f678d-31c4-42f0-978d-ba69fe7814bf,1879497,19/07/2024,BBV,MOUAD,1,1,1,327.66,18.05,345.71,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:3b9d68bf-89d2-4ae5-986b-e0a3ba82216a,BFVE-24-26596,20/07/2024,ETABLISSEMENTS BIDAULT,MOUAD BOUCHERIE,6,3,1,465.72,25.61,491.33,EUR,,,572041879,4638B,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:5c4f0af6-aa4c-4e5c-befb-9ac5a0dc1f4b,FV2407-09462,20/07/2024,AVIGROS,MOUAD,6,1,2,994.58,55.99,1050.57,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:6b9c5406-38ca-4bca-ae82-c567d65b4a6b,30462,20/07/2024,ETABLISSEMENTS LAROCHE,BOUCHERIE CHAYMA 15 T,2,1,1,36.79,7.36,44.15,EUR,,,304668858,4669C,siren_map_partition,828612630,,
fr_bd_519665103:922c0dbd-d531-4adf-8d93-a633bfb66521,BFVE-24-26595,20/07/2024,BIDAULT,MOUAD BOUCHERIE,8,1,1,325.8,17.92,343.72,EUR,,,572041879,4638B,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:480e8607-2576-4287-b048-eb2fa5b5cfcf,0541303,22/07/2024,VIANOV,MOUAD,1,1,1,127.6,7.02,134.62,EUR,,,525254694,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:5a7723fb-665c-425c-8ee7-79bcc515910f,154443,22/07/2024,ETABLISSEMENTS CANU,MOUAD,4,3,2,96.32,5.39,102.14,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:6e5ef573-0e32-42db-8545-cac92c758e52,1879754,22/07/2024,BBV,MOUAD,1,1,1,483.65,26.64,510.29,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:a5709b76-1eaf-4749-9d97-b7ce11c306f2,0541304,22/07/2024,VIANOV,MOUAD,1,1,1,186.0,0.0,186.0,EUR,,,525254694,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:3b43c013-f76a-4997-bdc3-954b305d4d30,FV2407-10153,23/07/2024,AVIGROS,MOUAD,7,1,1,508.94,27.91,537.16,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:e363a487-c192-4ac2-9f29-f9b4c7140d08,154525,23/07/2024,ETABLISSEMENTS CANU,MOUAD,3,2,2,55.62,3.09,58.71,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:10425eaf-632d-4ebc-80c9-5ce81a951a0a,1880259,24/07/2024,BBV,MOUAD,1,1,1,443.45,24.39,467.84,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:46183521-76fc-43ec-9e24-882d09d98605,0541734,25/07/2024,VIANOV,MOUAD,2,1,2,313.8,0.56,314.36,EUR,,,525254694,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:bfea49e2-fcc8-46c3-9083-632594ba5864,0541733,25/07/2024,VIANOV,BOUCHERIE MOUAD,2,1,1,530.2,29.22,563.23,EUR,,,525254694,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:d426035d-84ae-4a5e-a9ac-8a4946463a46,1880556,25/07/2024,BBV,MOUAD,1,1,1,804.95,44.35,849.3,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:e2ce35bf-f281-470c-9f3f-0fd87121b4d7,INT.IMP 00640,25/07/2024,ETABLISSEMENTS CANU,MOUAD,5,1,1,210.64,11.59,223.39,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:faa8b6d4-2263-4535-836f-7fee157ca739,FV2407-10900,25/07/2024,AVIGROS,MOUAD,8,2,2,911.98,50.42,962.4,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:25e380ef-c193-42b3-a130-e765c070f90e,FV2407-11343,26/07/2024,AVIGROS,MOUAD,1,1,1,423.1,23.27,446.37,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:5ebbbca9-0015-4024-84f2-1f277339298f,FV2407-11343,26/07/2024,AVIGROS,MOUAD,11,1,1,424.1,23.33,447.43,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:dafc2b6e-84ea-4c1f-b72f-19577d8818dd,154664,26/07/2024,ETABLISSEMENTS CANU,MOUAD,2,2,2,88.83,4.94,93.77,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:449e59ff-72bd-4304-80ea-2741991c7713,FV2407-11812,27/07/2024,AVIGROS,MOUAD,11,1,1,1099.26,61.83,1161.09,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:b160ab12-5762-4d18-970d-60372121d30e,FV2407-11812,27/07/2024,AVIGROS,MOUAD,2,1,2,1099.26,61.83,1161.09,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
