invoice_id,invoice_number,invoice_date,issuer_name,recipient_name,line_items_count,accounting_summary_count,vat_rows_count,total_net,total_vat,total_gross,currency,created_at,updated_at,issuer_siren,issuer_ape,issuer_ape_source,recipient_siren,recipient_ape,recipient_ape_source
fr_bd_519665103:ca925b56-d86b-4130-8a3f-dff285eefc7f,FV2410-12208,23/10/2024,AVIGROS,MOUAD,14,2,2,1824.32,102.49,1926.81,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,invoice_form
fr_bd_519665103:40194f14-078f-4b6d-a34f-5d23f19803ea,FV2410-12394,24/10/2024,AVIGROS,MOUAD,5,1,1,607.99,33.44,641.43,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:f4b059e8-b7fe-4422-8fdd-9b33b7d14566,159140,24/10/2024,ETABLISSEMENTS CANU,MOUAD,4,2,2,186.0,10.46,196.46,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:6b0dbd09-ee17-41d8-a232-64d0437dbd6b,78000,25/10/2024,ETABLISSEMENTS CANU,MOUAD,2,1,1,40.2,2.21,42.77,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:8b08b0a3-f007-44df-bae5-cb26c996d73c,1902984,25/10/2024,BBV,MOUAD,2,2,1,875.6,48.24,928.16,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:97d99450-497c-421f-8657-9b41075473b0,FV2410-13251,25/10/2024,AVIGROS,MOUAD,11,1,1,662.19,37.46,699.65,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:a1e519e3-5e59-445e-94c6-617d4938f3e9,1902706,25/10/2024,BBV,MOUAD,2,1,1,543.34,29.94,576.76,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:c5889fd8-10eb-4a86-9e15-bea436fc6970,FV2410-14091,26/10/2024,AVIGROS,MOUAD,1,1,1,25.5,1.4,26.9,EUR,,,447915430,4632C,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:17f25eb1-f654-4aa4-ad3b-45d0d96d420b,78000,28/10/2024,ETABLISSEMENTS CANU,MOUAD,3,1,1,74.1,4.08,78.56,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:319c224d-75aa-4c24-a92f-5ea840c956cb,1903343,28/10/2024,BBV,MOUAD,1,1,1,289.48,15.92,305.4,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:319e6e59-d89a-4823-9f23-3b16b7d4c307,1903341,28/10/2024,BBV,MOUAD,1,1,1,48.6,2.67,51.27,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:ab21723e-1702-4849-9d8a-6cc8444e9aab,FA4525,28/10/2024,VFPC PESAGE - VERIFICATION PERIODIQUE,MOUAD,2,1,1,100.0,20.0,120.0,EUR,,,844035873,,,519665103,4722Z,siren_map_partition
fr_bd_519665103:ac73ffba-255b-451f-b5e6-4d63db68ed27,1903342,28/10/2024,BBV,MOUAD,2,1,1,461.03,0.0,461.03,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:d06caf2b-6110-431c-913f-d6df2ee39223,13.11.2024-1471636-2024.0213176,28/10/2024,LOCAM,MOUAD,1,1,1,25.0,5.0,30.0,EUR,,,310880315,6491Z,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:f25b09e7-8f2f-43d8-bdbb-7d33bd4fcbf7,FA1666367,28/10/2024,TRADCO FRANCE,MOUAD,7,2,1,1739.69,95.68,1835.37,EUR,,,442947859,,,519665103,4722Z,siren_map_partition
fr_bd_519665103:50d43896-70c3-4ade-b5cd-1b2aeef636c2,159369,29/10/2024,ETABLISSEMENTS CANU,MOUAD,2,1,1,85.3,4.69,90.4,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:917e5a4b-5486-466e-824f-b924cc5cb096,FV2410-14398,29/10/2024,AVIGROS,MOUAD,9,2,2,501.76,28.31,530.07,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:67938fe9-57f3-485d-84df-7cdffe595b7a,FV2410-15551,30/10/2024,AVIGROS,MOUAD,16,1,1,852.5,46.89,899.39,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:7cbffaa4-d9be-47c2-ab19-85d576671eff,1904084,30/10/2024,BBV,MOUAD,1,3,1,1598.93,0.0,1691.53,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:9c0dac16-23f5-4819-98df-760d1e16c009,1904082,30/10/2024,BBV,MOUAD,3,1,1,539.8,29.74,569.54,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:b07a3d0e-839b-486f-be30-5db0b4f1e5f6,1904083,30/10/2024,BBV,MOUAD,3,1,1,875.68,48.24,928.94,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:d5d6d7f2-0e4a-4717-8962-ccb8fada0452,159444,30/10/2024,ETABLISSEMENTS CANU,PAVILLON DE LA TRIPERIE,9,1,2,408.78,22.72,431.5,EUR,,,398434837,4632A,siren_map_partition,,,
fr_bd_519665103:1070f491-babc-40c3-8bc6-02d9c7836352,1904478,31/10/2024,BBV,MOUAD,1,1,1,187.0,0.0,187.0,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:6dc7b525-5884-4ee1-93ca-635d4d2e9418,33419,31/10/2024,STE LAROCHE,SCI EB,1,1,1,35.69,7.14,42.83,EUR,,,304668858,4669C,invoice_form,844820100,,
fr_bd_519665103:73510a54-d8aa-4066-870a-d9baaece8c31,1904479,31/10/2024,BBV,MOUAD,1,1,1,919.62,50.66,970.28,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:812c8296-52ab-4ae7-a4b6-0e6b9e7d7e17,159569,31/10/2024,ETABLISSEMENTS CANU,MOUAD,1,1,1,52.32,2.88,55.32,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:ae3f69a4-e11d-499f-bfaa-73f4e57284f3,FV2410-16338,31/10/2024,AVIGROS,MOUAD,13,1,1,1229.66,67.64,1297.3,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:b1008c8e-d019-4ad4-bcdf-5e7e4dca0800,1904480,31/10/2024,BBV,MOUAD,1,1,1,58.65,3.23,62.59,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:ec2a6b1d-f162-4255-9431-c70e230b0c67,159569,31/10/2024,ETABLISSEMENTS CANU,PAVILLON DE LA TRIPERIE,2,2,2,52.42,2.9,55.32,EUR,,,398434837,4632A,siren_map_partition,,,
fr_bd_519665103:3a13ddab-9875-4161-9d61-ce42c2977761,9A0036387128,01/11/2024,SFR BUSINESS,MOUAD,2,1,1,271.7,54.34,326.04,EUR,,,,,,519665103,4722Z,siren_map_partition
fr_bd_519665103:d2b56fe2-b997-4d16-a911-0cccc658ca5e,FV2411-00421,01/11/2024,AVIGROS,MOUAD,6,1,1,781.05,42.96,824.01,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:196cca26-bc04-43f9-b988-6bdad87fbc56,BFVE-24-39684,02/11/2024,BIDAULT,MOUAD BOUCHERIE,5,2,1,286.24,15.74,301.98,EUR,,,572041879,4633Z,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:9d23f889-3e23-4f0b-a509-e19a8985dad0,BFVE-24-39684,02/11/2024,BIDAULT,MOUAD BOUCHERIE,13,1,0,3432.9,,3432.9,EUR,,,572041879,4633Z,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:ef9ac9ea-a249-4b34-a3c5-bb901a79dca9,BFVE-24-39689,02/11/2024,BIDAULT,MOUAD BOUCHERIE,2,1,1,185.7,10.21,195.91,EUR,,,572041879,4633Z,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:0695cafa-2946-473c-ab7e-dc56e0b4ef8a,FV2411-00560,04/11/2024,AVIGROS,MOUAD,1,1,1,43.66,2.46,46.12,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:ae544af6-ff82-4123-bfd7-0d019fbeb164,1905116,04/11/2024,BBV,MOUAD,2,1,1,210.12,11.56,221.68,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:f734db8c-3512-4b63-849b-e15e8398c348,1905115,04/11/2024,BBV,BOUCHERIE MOUAD,1,1,1,295.2,16.24,311.44,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:4297f0a3-e1f8-41d3-bef0-c834bc2ca066,FV2411-01372,05/11/2024,AVIGROS,MOUAD,7,2,2,388.05,21.89,409.94,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:ad112bbd-1e66-46c9-838e-82e79ad333b8,1905525,05/11/2024,BBV,BOUCHERIE MOUAD,2,7,1,245.35,13.52,260.41,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:e46ce4eb-3b7f-4b28-b258-f05cb1ec48bf,BFVE-24-39961,05/11/2024,BIDAULT,MOUAD BOUCHERIE,1,1,1,69.66,3.83,73.49,EUR,,,572041879,4638B,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:228815aa-6cf4-4934-abe7-7d0d6262185d,FV2411-02267,06/11/2024,AVIGROS,MOUAD,12,2,1,1366.38,74.56,1440.94,EUR,,,447915430,4632C,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:5b26d7e1-1a48-4d52-b4e2-bb99691e78da,1905912,06/11/2024,BBV,MOUAD,2,1,1,175.75,9.68,185.43,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:6c8a123b-df95-4615-b89f-e38138aea9a1,1905909,06/11/2024,BBV,MOUAD,3,1,1,683.1,37.58,720.68,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:83ab6ebe-434c-4f8f-ba4a-a507504dc6a1,1905910,06/11/2024,BBV,MOUAD,3,1,1,406.6,22.36,428.96,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:8a9f93cb-649f-49a0-806a-fa7896209965,BFVE-24-40187,06/11/2024,ETABLISSEMENTS BIDAULT,ETABLISSEMENTS ESNAULT,10,1,1,436.29,24.0,460.29,EUR,,,572041879,4638B,invoice_form,432497428,,
fr_bd_519665103:f0aa4bcb-1cfc-4f39-a5a8-6752ac6725d7,1905911,06/11/2024,BBV,MOUAD,2,1,1,1507.2,0.0,1507.2,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:1b211806-6c9a-40cd-a774-9bc2575b7052,1906194,07/11/2024,BBV,MOUAD,1,1,1,738.65,40.69,779.34,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:4c506cf2-eb8d-44b8-8b2d-758b18a4e62f,78000159843,07/11/2024,ETABLISSEMENTS CANU,MOUAD,6,1,1,335.05,18.43,353.48,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:9364a871-3b80-45a4-85b3-879b8e66375b,1906193,07/11/2024,BBV,MOUAD,1,1,1,334.5,18.43,352.93,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:b568efbc-41f9-4f6f-82d5-a4a7f8fc5b7d,1906195,07/11/2024,BBV,MOUAD,4,4,5,1087.96,64.81,1152.77,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:dca7c4cc-1fa7-4c52-a134-7268f3511827,1921253,07/11/2024,AVIGROS,MOUAD,27,1,1,13187.02,0.0,13187.02,EUR,,,447915430,4632C,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:07582627-0568-4d59-87df-0356258e2355,FV2411-03695,08/11/2024,AVIGROS,MOUAD,1,2,1,522.52,34.53,557.05,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:10b0635c-8133-4143-b12d-0d40562050ff,1906807,08/11/2024,BBV,MOUAD,1,1,1,319.58,17.58,337.16,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:b00539b2-b4f4-47b8-8739-a15140390e8c,FV2411-03349,08/11/2024,AVIGROS,MOUAD,12,1,1,548.33,31.87,580.2,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:c4573bde-1a13-40e3-b502-27dbae522cb3,20243844,08/11/2024,ETABLISSEMENTS MOISSET,BOUCHERIE ROYAL VIANDE,1,1,1,58.33,11.67,70.0,EUR,,,652038548,,,,,
fr_bd_519665103:e6168f6a-2512-4caa-b7f5-fb44e5628f46,78000,08/11/2024,ETABLISSEMENTS CANU,MOUAD,9,2,2,250.15,13.79,263.94,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:dde37b0e-4993-4076-ada0-7b6b390eebf6,FV2411-04280,09/11/2024,AVIGROS,MOUAD,6,2,2,215.59,11.96,227.55,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:13edc772-05a0-4c3e-88c4-e97196937915,12920,12/11/2024,SENV,MOUAD,1,1,2,-141.5,-8.0,-149.5,EUR,,,499664563,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:b9eb6ffe-d193-4e16-aa14-1ba8e109f560,160111,12/11/2024,ETABLISSEMENTS CANU,MOUAD,6,1,1,319.11,17.55,336.66,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:9178b85a-4c60-4047-8c28-a9fbdbe3c080,ND2024-11-2718,13/11/2024,BOUCHERIE MOUAD,INCONNU,3,1,0,657.6,,657.6,EUR,,,519665103,4722Z,siren_map_partition,,,
fr_bd_519665103:c364715b-8b17-4643-8feb-96564ce45b4f,FV2411-05041,13/11/2024,AVIGROS,MOUAD,9,1,2,301.58,16.88,318.46,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:c7209b85-a70c-4746-96ab-fd28f43d9440,78000160181,13/11/2024,ETABLISSEMENTS CANU,MOUAD,3,2,2,45.0,2.52,47.52,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:7eadbbc3-e1df-49ae-a19e-900097dcc7bb,FV2411-06440,14/11/2024,AVIGROS,MOUAD,5,2,2,281.47,15.77,297.24,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:9c9a1253-e9f6-4293-bc40-02623b1444ea,160255,14/11/2024,ETABLISSEMENTS CANU,MOUAD,2,2,2,108.21,6.02,114.23,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:07ec5b82-383f-483c-ab23-48473371e6ce,1908437,15/11/2024,BBV,MOUAD,3,1,4,862.82,51.35,914.66,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:12a651fb-bf0f-4bfc-8a99-b46d34f4441c,FV2411-07032,15/11/2024,AVIGROS,MOUAD,7,2,2,642.05,36.18,678.23,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:25210dcc-6048-421a-a74f-ddb99d7b82ac,1908438,15/11/2024,BBV,MOUAD,7,1,1,1791.19,98.52,1889.71,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:2a11d8f6-3308-49aa-9c95-b1eae6062f36,FA24CL-28948,15/11/2024,COUTELLERIE HALLES DE RUNGIS,BOUCHERIE ROYAL VIANDE,3,2,2,265.25,21.5,286.75,EUR,,,489928044,,,,,
fr_bd_519665103:73b6804f-5ff7-415c-9944-7bf1d455e668,1908439,15/11/2024,BBV,MOUAD,5,2,1,2389.0,125.87,2514.87,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:8425d454-71c8-40dd-9c87-f99cebbebf86,1908438,15/11/2024,BBV,MOUAD,7,1,1,1791.19,98.52,1889.71,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:9610faca-f8c3-4e2e-a2ce-105cf1080b8c,1908439,15/11/2024,BBV,MOUAD,4,1,1,2382.44,131.04,2513.48,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:9a933396-1b41-4195-846e-781c65e81259,1908437,15/11/2024,MARCHE INTERNATIONAL DE RUNGIS,BBV,3,1,1,862.82,47.53,914.66,EUR,,,662012491,6832A,siren_map_partition,392806741,4632A,invoice_form
fr_bd_519665103:f1073bb4-71bf-4182-aebe-e733625d8282,13034,15/11/2024,SENV,BOUCHERIE MOUAD,1,1,0,,,260.94,EUR,,,499664563,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:fce5a242-8384-4590-9f62-3b0b9456e906,1908436,15/11/2024,BBV,MOUAD,2,7,1,2638.5,0.0,2795.9,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:fe30fdc7-b9b3-4bbb-90a9-5e6274a9836e,1908436,15/11/2024,BBV,MOUAD,2,1,1,2638.5,145.33,2783.83,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:040e4f27-c95b-41df-b9cd-61542d704a1b,FV2411-07751,16/11/2024,AVIGROS,MOUAD,10,2,2,512.54,28.75,541.29,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:89bcd7c6-40a2-420f-85fa-10f8e3f98378,FV2411-08010,18/11/2024,AVIGROS,MOUAD,5,2,1,480.15,26.41,506.56,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:b48ba6fe-f0a7-4504-8d50-1853151e9fb7,1908849,18/11/2024,BBV,MOUAD,1,2,1,349.65,19.26,371.32,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:f1a522d0-1524-4100-9ceb-dfe6136af715,1908850,18/11/2024,BBV,MOUAD,3,1,1,346.03,19.03,365.06,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:53a2f661-5fb8-46eb-b144-181634df2cb8,FV2411-08281,19/11/2024,AVIGROS,MOUAD,7,1,1,373.47,20.92,394.39,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:ff5941a4-a34e-4338-b00d-f8219ad77cfa,78000,19/11/2024,ETABLISSEMENTS CANU,MOUAD,2,2,2,38.47,2.12,40.59,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:003f5876-a443-42e2-9d69-60c58f89afa5,160586,20/11/2024,ETABLISSEMENTS CANU,MOUAD,2,2,2,173.63,9.67,183.3,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:0aff8bed-bda6-437d-a0b3-c452eee9eba0,FV2411-09517,20/11/2024,AVIGROS,MOUAD,11,1,1,1028.26,56.88,1085.14,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:2d6471d4-dce6-4899-b257-41f6d94b54f4,1909532,20/11/2024,BBV,MOUAD,3,1,1,714.8,39.31,757.65,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:3546c9ae-45a5-4002-89f0-78a407d2c21a,1909531,20/11/2024,BBV,MOUAD,3,1,1,801.02,44.06,845.08,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:48b00878-aae9-4abe-93e0-61da7f7e017c,160586,20/11/2024,ETABLISSEMENTS CANU,MOUAD,8,1,1,172.85,9.51,183.3,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:9f77716c-bbbe-4269-b06b-ddf4e1c1dad8,1909530,20/11/2024,BBV,MOUAD,2,1,1,376.57,0.61,377.18,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:ed782b6b-2ce7-4f2b-879d-4e93bf64308e,FV2411-10226,21/11/2024,AVIGROS,MOUAD,11,1,2,446.25,24.86,471.11,EUR,,,447915430,4632C,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:1a240de6-fa0b-4053-aa35-1b6ed1c5da57,160745,22/11/2024,ETABLISSEMENTS CANU,MOUAD,11,2,2,300.46,16.69,317.15,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:5a0a40ae-e83f-4133-b975-d1ba2d454b48,1910221,22/11/2024,BBV,MOUAD,1,1,1,224.76,12.36,237.12,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:7dc52433-58a7-40c1-86a3-b3b52e8dbb3e,160745,22/11/2024,ETABLISSEMENTS CANU,MOUAD,8,1,1,299.33,16.46,315.79,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:8584c0db-29e0-40ee-a0c6-4d8a3a3fcb39,1120354691,22/11/2024,EOS FRANCE,MOUAD,2,1,1,8980.52,0.0,8980.52,EUR,,,488825217,,,519665103,4722Z,siren_map_partition
fr_bd_519665103:b1bcc414-698b-4c3f-917e-09c8da38bc97,FV2411-10832,22/11/2024,AVIGROS,MOUAD,10,1,1,1017.73,55.98,1083.62,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:3492e6f6-d43f-405d-a09c-b2e6de7e110e,BFVE-24-42487,23/11/2024,BIDAULT,MOUAD,9,1,1,359.5,19.77,379.27,EUR,,,572041879,4633Z,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:7b805da2-af09-4b1e-aebc-5aeff7950294,FV2411-11689,23/11/2024,AVIGROS,MOUAD,1,2,1,60.23,3.41,63.64,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:ac5c3d4a-b653-43f1-b656-c28a0b8c5c72,BFVE-24-42487,23/11/2024,ETABLISSEMENTS BIDAULT,MOUAD,9,1,1,359.5,19.77,379.27,EUR,,,572041879,4638B,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:50d8d60c-0df3-4555-bd70-cf3d51828559,FV2411-11855,25/11/2024,AVIGROS,MOUAD,2,2,1,54.5,3.0,57.5,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:63e98830-5d32-4959-bdda-0b5ccd6e7f7a,1910746,25/11/2024,BBV,MOUAD,2,1,1,337.95,0.0,337.95,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:7148ad1f-a629-466f-82c4-096a4bbe71bb,1910747,25/11/2024,BBV,BOUCHERIE MOUAD,1,2,1,149.21,8.21,158.34,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:0417048a-9942-4273-a5f6-4a1dc7e9c12c,160921,26/11/2024,ETABLISSEMENTS CANU,MOUAD,8,2,2,166.39,9.25,175.64,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:58a42dcd-84ab-48e9-9a1f-866e382052e2,1911089,26/11/2024,BBV,MOUAD,1,1,1,355.26,19.54,374.8,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:701af7b0-9b1b-42c3-b4a7-8acd0fd5c55c,FV2411-12166,26/11/2024,AVIGROS,MOUAD,11,2,2,610.76,34.31,645.07,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:8cefc73a-da8b-4f7b-93af-dc9a04bfe75f,1911088,26/11/2024,BBV,MOUAD,1,1,1,72.0,3.97,75.97,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:fc99d685-36c3-4495-96c7-3c99db48082d,1911090,26/11/2024,BBV,MOUAD,1,1,1,41.6,2.29,43.89,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:956e6a33-a543-40e0-8375-ca33f08cc060,FV2411-13015,27/11/2024,AVIGROS,MOUAD,3,1,1,238.78,13.13,251.91,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:ddaeddb4-840a-40a5-8aa8-4af088615ea4,1911432,27/11/2024,BBV,MOUAD,1,1,1,212.9,11.71,224.61,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:43a35f52-3237-4338-a152-19eed8e565a4,1911773,28/11/2024,BBV,MOUAD,2,1,1,303.45,16.69,320.14,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:8195b85d-0cce-420f-aaff-2eb1aaa9236e,1911775,28/11/2024,BBV,MOUAD,2,1,1,1227.92,67.64,1295.56,EUR,,,392806741,4632A,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:b5a094c0-3a19-44ff-9966-5ecf5da435c9,1911774,28/11/2024,BBV,MOUAD,3,1,1,852.04,46.86,898.9,EUR,,,392806741,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:bee96847-e788-4ae1-95a3-4de7cab49bca,FV2411-14137,28/11/2024,AVIGROS,MOUAD,10,2,2,1346.79,76.14,1422.93,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:29df7922-f4f8-4b33-9364-e5290a8b9671,FV2411-14831,29/11/2024,AVIGROS,MOUAD,6,1,2,333.73,18.75,352.48,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:83e47c0d-9d32-4b26-929b-c4548d45c53d,161196,29/11/2024,ETABLISSEMENTS CANU,MOUAD,2,1,1,77.88,4.28,82.16,EUR,,,398434837,4632A,siren_map_partition,519665103,4722Z,siren_map_partition
fr_bd_519665103:15475d64-f3ec-409a-843b-4944b53412b4,FV2411-15475,30/11/2024,AVIGROS,MOUAD,3,2,2,152.1,8.58,160.68,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
fr_bd_519665103:10704d0c-14b4-41d7-99ce-22ccafd1ffa7,9A0036567234,01/12/2024,SFR BUSINESS,MOUAD,2,1,1,271.0,54.2,325.2,EUR,,,,,,519665103,4722Z,siren_map_partition
fr_bd_519665103:0412d419-d0e6-432a-8737-3df55c169029,FV2412-00130,02/12/2024,AVIGROS,MOUAD,2,1,1,103.9,5.71,109.61,EUR,,,447915430,4632C,invoice_form,519665103,4722Z,siren_map_partition
